,id,created_at,username,text
108,1549820386904358913,Wed Jul 20 18:15:49 +0000 2022,Lethivant,one from the joke book joke number
109,1549820383511158784,Wed Jul 20 18:15:48 +0000 2022,Nobody87351539,you mad when you that who your wife as a joke unless your mad also telling me to find purpose in my life doesnt make sense when you dont even know who i am
110,1549820383431368712,Wed Jul 20 18:15:48 +0000 2022,HoJackWhorseman,it is just a joke about being majority queer
111,1549820382592602112,Wed Jul 20 18:15:48 +0000 2022,Saysouvenir,it is a joke sorry
112,1549820379778228224,Wed Jul 20 18:15:47 +0000 2022,FembyAmy,that the joke
113,1549820377676791809,Wed Jul 20 18:15:46 +0000 2022,peeleyb,what a joke they re the biggest bunch of out there
114,1549820375969718277,Wed Jul 20 18:15:46 +0000 2022,FBallAnalysisYT,you re telling me smith is a x pro bowl potential future hall of fame safety and he s not top in awareness what a joke here i come k
115,1549820373704839168,Wed Jul 20 18:15:46 +0000 2022,afc1903gb,no it s just a joke about
116,1549820373109248005,Wed Jul 20 18:15:45 +0000 2022,irumacore,_blue it was a joke i am not toxic
117,1549820371897126913,Wed Jul 20 18:15:45 +0000 2022,FaithAndFantas1,i believe it is just a joke pic and the quote is not from an actual episode
118,1549820370382999559,Wed Jul 20 18:15:45 +0000 2022,Bode2_,_in_ a joke in
119,1549820367690153986,Wed Jul 20 18:15:44 +0000 2022,ShazCoder,soon age is just a number may go from an old joke to class just like the old wisecrack if my grandma had a dick she would be my grandpa
120,1549820361960824834,Wed Jul 20 18:15:43 +0000 2022,xelteris,who can take a joke wont cry let me a bigot and demean you without
121,1549820361839034368,Wed Jul 20 18:15:43 +0000 2022,BraeBucci,your joke right bob the builder
122,1549820353358270465,Wed Jul 20 18:15:41 +0000 2022,lifeas_tyresa,he really taking me as a joke
123,1549820350195720196,Wed Jul 20 18:15:40 +0000 2022,grahammc53,same show here in the and distribution are a joke think i currently chose six against one
124,1549820348786417664,Wed Jul 20 18:15:40 +0000 2022,RUNGREYH0UNDRUN,_stallion me of the tech joke about baseball basketball and
125,1549820342218137603,Wed Jul 20 18:15:38 +0000 2022,blessinhearts71,you re the one that the joke entirely did you even read far enough to get the halter and lead part
126,1549820339839967233,Wed Jul 20 18:15:37 +0000 2022,love4bootwt,this is a joke right i m sorry
127,1549820337189097473,Wed Jul 20 18:15:37 +0000 2022,of_rational,in it is that time of the year everyone is favorite running of the j this is a joke and i am a movie
128,1549820332537745411,Wed Jul 20 18:15:36 +0000 2022,RamoneAngellot1,_messianic mind that so many took that joke of a documentary as fact did you bother fact any of that so evidence for the record i do not watch fox or any of them i prefer news to opinion speculation thank you try it
129,1549820332042747906,Wed Jul 20 18:15:36 +0000 2022,Reilly40,is this a joke an onion post maybe good one ha
130,1549820330369499136,Wed Jul 20 18:15:35 +0000 2022,PapaMarvokolo,_allan radio is no joke
131,1549820319787094016,Wed Jul 20 18:15:33 +0000 2022,MakavelyMr,_josh _to_jack sense or not the initial tweet was a joke about what on twitter yesterday but you t know that but you went at the guy like that without even understanding what he
132,1549820318528716801,Wed Jul 20 18:15:32 +0000 2022,i_jiNee,_tv this better not be a joke
133,1549820316570075136,Wed Jul 20 18:15:32 +0000 2022,Keith81000086,you do not know about me and your so joke is absolutely disgusting
134,1549820313524920323,Wed Jul 20 18:15:31 +0000 2022,FinancialUAE,this to be a joke account both awful
135,1549820308944785408,Wed Jul 20 18:15:30 +0000 2022,Christi52154786,the worst customer service ever i bought some of they get lost and for me to get a new one in store that day i have to make a whole new purchase so two at this point for just one pair what a joke
136,1549820307388731397,Wed Jul 20 18:15:30 +0000 2022,SilentTheatre1,mostly i guess so it must be tough to write comedy let along hit the funny bone with every intended joke what mood in too as you whether i or in my head
137,1549820304863772680,Wed Jul 20 18:15:29 +0000 2022,arcangelcricket,f n insane need to get off the it s over train try mindfulness it s a joke
138,1549820304511344640,Wed Jul 20 18:15:29 +0000 2022,_Nikilios_,if anyone that a joke about is because it does not explicitly list identity they have some with basic communication it does not have the assumption people like that who assume are do however
139,1549820304158994433,Wed Jul 20 18:15:29 +0000 2022,NotAlaskanAtAll,when people tell me not everything is a joke i tell them to tell that to my dead
140,1549820300812058627,Wed Jul 20 18:15:28 +0000 2022,NicholasCasello,is no joke nor is joe every single congressional candidate is not a joke either what to you you were my political idol this is be one of the most biggest in the face of all time
141,1549820298882473985,Wed Jul 20 18:15:28 +0000 2022,Ihystone,__offtherip it s corny how u keep doing this as a joke
142,1549820298777731081,Wed Jul 20 18:15:28 +0000 2022,steddiefan,it was a silly little joke
143,1549820297087520772,Wed Jul 20 18:15:27 +0000 2022,JonathanKadmon,_ _b _dingus neither is she it is so cute how you desperately try to keep her relevant as anything other than a joke by a comedian who made a joke about not and yet still you fail
144,1549820294679994368,Wed Jul 20 18:15:27 +0000 2022,tyunnator,cant come up with another ur joke i think i m dying i can t
145,1549820291169370115,Wed Jul 20 18:15:26 +0000 2022,Shujaat_Mirza,as someone wisely said we are here for a short while we ai not be perfect yes but we can joke at our expense make light of be more open to the other argument and hear it out as well and be humble and ignore small and avoid feeling eternal
146,1549820289327964163,Wed Jul 20 18:15:25 +0000 2022,TailgateTed,who is the wise guy or gal that me up for the newsletter i would prefer you deliver a dozen to my house as a joke instead of wasting my time with this s i am a fan
147,1549820281207672834,Wed Jul 20 18:15:23 +0000 2022,FrankXanatraa,like my who lie about what they did over the weekend but add just at the end how is you meeting at a joke
148,1549820276480827394,Wed Jul 20 18:15:22 +0000 2022,leonard_dement,_family oh you told a joke i am sorry jeff does better setup than you
149,1549820275860152320,Wed Jul 20 18:15:22 +0000 2022,Sp3cia1k2011,_szn _florie i know you did not just try to release a joke from
150,1549820275717509120,Wed Jul 20 18:15:22 +0000 2022,ruby_darl,is a joke
151,1549820275184660480,Wed Jul 20 18:15:22 +0000 2022,ThatMiguelOHara,menu sure i take a rum and coke and of course whatever the lady she s paying after all he to let everyone know that the last part was very much a joke actually i am going to take this opportune time to go wash my in the
152,1549820270516609026,Wed Jul 20 18:15:21 +0000 2022,olelucylou53,what a joke
153,1549820251281539097,Wed Jul 20 18:15:16 +0000 2022,Max63275488,they are a joke
154,1549820249394102274,Wed Jul 20 18:15:16 +0000 2022,BodgerLeges,i made up a great joke about but it too much energy to tell and only to people a second can get it
155,1549820246969794562,Wed Jul 20 18:15:15 +0000 2022,Gaylon54705639,electric are a joke
156,1549820242708275200,Wed Jul 20 18:15:14 +0000 2022,SJWheeljack,one joke
157,1549820224702144512,Wed Jul 20 18:15:10 +0000 2022,CoinShackCA,tell us your best joke
158,1549820222764290048,Wed Jul 20 18:15:10 +0000 2022,giftearlybird,it is what we like to call our trusty director of front end engineering the heat to our company slack channel so we are the what is your favorite cheesy joke we want to hear them drop them in the below
